CNPJ,CNPJ Formatado,?? cliente ? ,Valor da compra,Mercadoria,Zona,Vendedores,Código do cliente,Potencial de compora,Nome,Razão Social,UF,Nome Fantasia,Latitude,Longitude,Cidade,Bairro,Endereço,CEP,Tipo de Estabelecimento,Funcionários do Grupo,Total de Contatos,??ndicie de Presença Digital,??ndicie Adoção Tecnológica,Tendência de Crescimento do Grupo,Nível de Atividade,Natureza Jurídica,Porte,Total de Filiais,Cnae Principal,Data de Abertura,Faixa de Capital Social,Faturamento anual,Website,E?mail Principal,Telefone Principal,Perfil do Linkedin,Perfil do Instagram,Perfil do Facebook,Perfil do Twitter,Total,Telefone Principal,Telefone Secundário 1,Telefone Secundário 2,Telefone Secundário 3,Demais Telefones,Nome Sócio 1,Qualificação Sócio 1,Nome Sócio 2,Qualificação Sócio 2,Nome Sócio 3,Qualificação Sócio 3,Demais Sócios,E?mails Secundários,Cnae Principal,Cnae Secundário 1,Cnae Secundário 2,Cnae Secundário 3,Demais Cnaes
02502234000162,02.502.234/0001?62,não,5073,Feijão,Oeste,Lucas Soares,A? 20230174,Baixo,MARCOS VEFAGO,COSCO SHIPPING LINES  BRASIL SA,SP,?,?23.563105,?46.65438,SAO PAULO,CERQUEIRA CESAR,AVENIDA PAULISTA,1311200,MATRIZ,16 ?30,79,?,48,ESTAVEL,ALTA,SOCIEDADE ANONIMA FECHADA,DEMAIS,1,5232000,1998?04?20,?,+500M,cosco.com.br,?,?,http://www.linkedin.com/company/1756157,?,?,?,6,?,(11) 31772888,,,?,QINFENG HE,DIRETOR,ZHENG LI,PRESIDENTE,,,?,?,5232?0/00,ATIVIDADES DE DESPACHANTES ADUANEIROS,OPERADOR DE TRANSPORTE MULTIMODAL  OTM,REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE MERCADORIAS EM GERAL NAO ESPECIALIZADO,COMISSARIA DE DESPACHOS
04368898000106,04.368.898/0001?06,sim,5074,Café,Norte,Arthur Parahyba,A? 20230175,Medio,MYRIAN KEYTH RODRIGUES,COPEL DISTRIBUICAO SA,PR,COPELDIS,?25.43548,?49.34012,CURITIBA,MOSSUNGUE,? JOSE IZIDORO BIAZETTO,81200240,MATRIZ,1.001 ? 5.000,?,?,?,EM DECLINIO,ALTA,SOCIEDADE ANONIMA FECHADA,DEMAIS,0,3514000,2001?04?04,+500M,+500M,?,?,?,?,?,?,?,0,?,(41) 33223535,(41) 33314141,,?,MAXIMILIANO ANDRES ORFALI,PRESIDENTE,ADRIANO RUDEK DE MOURA,DIRETOR,ANA LETICIA FELLER,CONSELHEIRO DE ADMINISTRACAO,"HEMERSON LUIZ BARBOSA PEDROSO,DANIEL PIMENTEL SLAVIERO,EDUARDO VIEIRA DE SOUZA BARBOSA,MARCO ANTONIO BARBOSA CANDIDO",?,3514?0/00,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,,,?
83878892000155,83.878.892/0001?55,não,5075,Leite,Sul,Jose Alves,A? 20230176,Nulo,CARLOS ADRIANO,CENTRAIS ELETRICAS DE SANTA CATARINA SA,SC,CELESC,?27.5898,?48.49791,FLORIANOPOLIS,ITACORUBI,AVENIDA ITAMARATI,88034900,MATRIZ,4 ?15,2713,75,100,EM DECLINIO,ALTA,SOCIEDADE DE ECONOMIA MISTA,DEMAIS,0,6462000,1970?10?26,+500M,+500M,celesc.com.br,celesc@celesc.com.br,?,?,https://www.instagram.com/celescoficial,https://www.facebook.com/celescoficial,https://twitter.com/celescoficial,?,?,(48) 32315000,,,?,VITOR LOPES GUIMARAES,DIRETOR,JOSE CARLOS FERREIRA JUNIOR,DIRETOR,MARCO AURELIO GIANESINI,DIRETOR,"MARCOS PENNA,MARCOS ANTONIO PACHECO,FABIO VALENTIM DA SILVA,PILAR SABINO DA SILVA,CLEICIO POLETO MARTINS",?,6462?0/00,?,?,?,?
11566501000156,11.566.501/0001?56,sim,5076,Pão,Leste,Taila Querido,A? 20230177,sem informação,LUCAS AUGUSTO SGANDERLA ZARDO,TEREOS INTERNACIONAL SA,SP,?,?23.57304,?46.68957,SAO PAULO,JARDIM PAULISTANO,AVENIDA BRIG FARIA LIMA,1452001,MATRIZ,4 ?15,?,?,?,ESTAVEL,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,0,6463800,2010?02?08,+500M,+500M,?,?,?,?,?,?,?,18,?,(11) 35444900,,,?,REYNALDO FERREIRA BENITEZ,DIRETOR,THIAGO GASPAROTTO,DIRETOR,MARCUS ERICH THIEME,DIRETOR,PIERRE LOUIS JOSEPH SANTOUL,?,6463?8/00,?,?,?,?
00376056000145,00.376.056/0001?45,não,5077,Milho,Oeste,Diogo Coelho,A? 20230178,Sem contato,VICENTE SILVA,INSTITUTO DE DESENVOLVIMENTO ESTRATEGICO E ASSISTENCIA INTEGRAL A SAUDE,SP,INSTITUTO IDEAIS,?23.49713,?46.85041,BARUERI,CONDOMINIO CENTRO COMERCIAL ALPHAVILLE,CALCADA DAS MARGARIDAS,6453038,MATRIZ,?,?,?,?,EM DECLINIO,ALTA,ASSOCIACAO PRIVADA,DEMAIS,0,8660700,1994?10?24,?,+500M,?,?,?,?,?,?,?,?,?,(17) 33059030,,,?,OSVALDO PEREZI NETO,PRESIDENTE,,,,,?,lazara@institutoideais.org.br,8660?7/00,ATIVIDADES DE ATENCAO AMBULATORIAL NAO ESPECIFICADAS ANTERIORMENTE,ATIVIDADES DE ATENDIMENTO EM PRONTOSOCORRO E UNIDADES HOSPITALARES PARA ATENDIMENTO A URGENCIAS,SERVICOS DE ASSISTENCIA SOCIAL SEM ALOJAMENTO,"OUTRAS ATIVIDADES DE ATENCAO A SAUDE HUMANA NAO ESPECIFICADAS ANTERIORMENTE,ATIVIDADES ASSOCIATIVAS NAO ESPECIFICADAS ANTERIORMENTE"
20679515000177,20.679.515/0001?77,sim,5078,Ervilha,Norte,Lucas Soares,A? 20230179,Alto,ELOISA DE PAULA,NEXA RESOURCES SA,EX,VM HOLDING,?,?,?,GRAND DUCHY DE LUXEMBURGO,? 2628 RUE EDWARD STEICHEN,?,MATRIZ,?,1285,?,?,?,BAIXA,EMPRESA DOMICILIADA NO EXTERIOR,?,0,6462000,2014?07?21,?,+500M,nexaresources.com,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6462?0/00,?,?,?,?
33657248000189,33.657.248/0001?89,não,5079,Lactobacilos vivos,Sul,Arthur Parahyba,A? 20230180,Baixo,JUAN DANIEL DELLA ROVERE DIAZ,BANCO NACIONAL DE DESENVOLVIMENTO ECONOMICO E SOCIAL,RJ,BNDES,?22.90892,?43.17987,RIO DE JANEIRO,CENTRO,AVENIDA REPUBLICA DO CHILE,20031917,MATRIZ,1.001 ? 5.000,3756,100,100,EM DECLINIO,ALTA,EMPRESA PUBLICA,DEMAIS,5,6433600,1967?04?06,?,+500M,bndes.gov.br,?,?,https://www.linkedin.com/company/bndes,http://www.instagram.com/bndesgovbr,http://www.facebook.com/bndes.imprensa,http://twitter.com/bndes,?,?,?,?,?,?,GUSTAVO HENRIQUE MOREIRA MONTEZANO,PRESIDENTE,MARCELO SAMPAIO VIANNA RANGEL,DIRETOR,BRUNO LASKOWSKY,DIRETOR,"FABIO ALMEIDA ABRAHAO,RODRIGO DONATO DE AQUINO,CLAUDENIR BRITO PEREIRA,FRANCISCO LOURENCO FAULHABER BASTOS TIGRE,BRUNO CALDAS ARANHA,RICARDO WIERING DE BARROS,SOLANGE PAIVA VIEIRA",?,6433?6/00,?,?,?,?
43807364000190,43.807.364/0001?90,sim,5080,Arroz,Leste,Jose Alves,A? 20230181,Medio,LETICIA POWER ARAUJO DA SILVA,FUNDO DA MARINHA MERCANTE,DF,FUNDO DA MARINHA MERCANTE,?15.7887865,?47.893357,BRASILIA,ZONA CIVICOADMINISTRATIVA,ESPLANADA DOS MINISTERIOS BLOCO,70044902,MATRIZ,?,?,?,?,?,?,FUNDO PUBLICO DA ADMINISTRACAO DIRETA FEDERAL,DEMAIS,0,8411600,1980?08?19,?,+500M,?,?,?,?,?,?,?,?,?,(61) 20297586,,,?,?,?,?,?,?,?,?,?,8411?6/00,?,?,?,?
14553607000103,14.553.607/0001?03,não,5081,Feijão,Oeste,Taila Querido,A? 20230182,Nulo,VALTER OLIVEIRA BL TOYAMA,DROGARIAS DPSP SA,SP,?,?23.5393,?46.73204,SAO PAULO,VILA LEOPOLDINA,AVENIDA MANUEL BANDEIRA,5317020,MATRIZ,?,14076,?,62,ESTAVEL,ALTA,SOCIEDADE ANONIMA FECHADA,DEMAIS,0,6462000,2011?10?10,+500M,+500M,dpsp.com.br,fiscal@dpsp.com.br,11032074313,?,?,?,?,?,?,(11) 32074313,(11) 32747400,,?,CARLA ROSANA SGROTT SAUER,DIRETOR,ANDREA DE LIMA E SYLOS,DIRETOR,CRISTIANO HYPPOLITO,DIRETOR,"JONAS CEZAR LAURINDVICIUS,LUIZ FERNANDO SANTOS CASTRO",fiscal@dpsp.com.br,6462?0/00,?,?,?,?
06043135000110,06.043.135/0001?10,sim,5082,Café,Norte,Diogo Coelho,A? 20230183,sem informação,RUAN VITOR,JVRJ PARTICIPACOES SA,RJ,?,?22.9068,?43.17648,RIO DE JANEIRO,CENTRO,RUA DA AJUDA 35,20040915,MATRIZ,?,?,?,?,ESTAVEL,MEDIA,SOCIEDADE ANONIMA FECHADA,DEMAIS,0,6462000,2003?12?12,R$100M ? R$500M,+500M,?,?,?,?,?,?,?,?,?,(21) 32666667,(21) 32666666,,?,SAMUEL BARATA,PRESIDENTE,,,,,?,?,6462?0/00,?,?,?,?
16668829000105,16.668.829/0001?05,não,5083,Leite,Sul,Lucas Soares,A? 20230184,Sem contato,GILMAR FONSECA,SANTA ADRIA EMPREENDIMENTOS E PARTICIPACOES SA,RJ,?,?22.9068,?43.17648,RIO DE JANEIRO,CENTRO,RUA DA AJUDA 35,20040915,MATRIZ,?,?,?,?,ESTAVEL,ALTA,SOCIEDADE ANONIMA FECHADA,DEMAIS,0,6462000,2012?08?06,R$20M ? R$100M,+500M,?,?,?,?,?,?,?,?,?,(21) 32666666,,,?,BRUNO BARATA ADLER,DIRETOR,MYRIAN HELENA BARATA,DIRETOR,,,?,?,6462?0/00,?,?,?,?
00394460011771,00.394.460/0117?71,sim,5084,Pão,Leste,Arthur Parahyba,A? 20230185,Alto,THAMIRES HELENA POLITANO SERRALHEIRO,MINISTERIO DA FAZENDA,SP,MF SRF 8 RF SUPERINTENDENCIA REG DA RECEITA FEDERAL,?23.547516,?46.63664,SAO PAULO,CENTRO,AVENIDA PRESTES MAIA,1031905,FILIAL,1.001 ? 5.000,2861,?,?,?,ALTA,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,DEMAIS,478,8411600,1978?04?30,?,+500M,?,cnpj.df.spoa@fazenda.gov.br,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
33611500018247,33.611.500/0182?47,não,5085,Milho,Oeste,Jose Alves,A? 20230186,Baixo,RAFAEL BRAGA,GERDAU SA,RS,?,?29.95508,?51.62534,CHARQUEADAS,CENTRO,AVENIDA GETULIO VARGAS,96745000,FILIAL,501 ? 1.000,?,?,?,EM CRESCIMENTO,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,9,2423702,2017?08?01,+500M,+500M,?,cpg?dteicms@gerdau.com.br,?,?,?,?,?,?,?,(11) 30946600,,,?,MAURO DE PAULA,DIRETOR,FABIO EDUARDO DE PIERI SPINA,DIRETOR,AUGUSTO BRAUNA PINHEIRO,CONSELHEIRO DE ADMINISTRACAO,"GUILHERME CHAGAS GERDAU JOHANNPETER,FERNANDO PESSANHA SANTOS,ALBERTO FERNANDES,ANDRE BIER GERDAU JOHANNPETER,WENDEL GOMES DA SILVA,MARCOS EDUARDO FARACO WAHRHAFTIG,RAFAEL DORNELES JAPUR,CLAUDIO JOHANNPETER,RUBENS FERNANDES PEREIRA,CLAUDIA SENDER RAMIREZ,FLADIMIR BATISTA LOPES GAUTO,GUSTAVO WERNECK DA CUNHA,HERMENIO PINTO GONCALVES,CESAR OBINO DA ROSA PERES",?,?,?,?,?,?
04891850000188,04.891.850/0001?88,sim,5086,Ervilha,Norte,Taila Querido,A? 20230187,Medio,DENIS ALENCAR CCMA,CONFEDERACAO NACIONAL DAS COOPERATIVAS DO SICOOB LTDA,DF,SICOOB CONFEDERACAO,?15.79342,?47.91444,BRASILIA,SIG,SETOR SIG QUADRA 06,70610460,MATRIZ,501 ? 1.000,35,?,36,EM CRESCIMENTO,ALTA,COOPERATIVA,DEMAIS,2,9499500,2002?02?01,?,+500M,sicoobconsorcios.com.br,?,?,?,?,?,?,?,?,(61) 32175800,,,?,FRANCISCO SILVIO REPOSSE JUNIOR,DIRETOR,MARCOS VINICIUS VIANA BORGES,DIRETOR,FERNANDO VICENTE NETTO,DIRETOR,"ANTONIO CANDIDO VILACA JUNIOR,RUBENS RODRIGUES FILHO,MARCO AURELIO BORGES DE ALMADA ABREU,ENIO MEINEN",?,9499?5/00,ATIVIDADES DE ASSOCIACOES DE DEFESA DE DIREITOS SOCIAIS,,,?
33592510000154,33.592.510/0001?54,não,5087,Lactobacilos vivos,Sul,Diogo Coelho,A? 20230188,Nulo,DENIS ALENCAR CCMA,VALE SA,RJ,?,?22.94216,?43.17843,RIO DE JANEIRO,BOTAFOGO,PRAIA BOTAFOGO,22250145,MATRIZ,1.001 ? 5.000,175074,?,?,EM CRESCIMENTO,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,132,710301,1969?02?11,+500M,+500M,vale.com,danilo.cidrini@vale.com,?,?,?,?,?,?,?,(21) 34855000,(21) 34855000,,?,MARCELLO MAGISTRINI SPINELLI,DIRETOR,CARLOS HENRIQUE SENNA MEDEIROS,DIRETOR,ALEXANDRE GOMES PEREIRA,DIRETOR,"GUSTAVO DUARTE PIMENTA,EDUARDO DE SALLES BARTOLOMEO,ALEXANDRE SILVA D AMBROSIO,RAFAEL JABUR BITTAR,MARIA LUIZA DE OLIVEIRA PINTO E PAIVA,MARINA BARRENNE DE ARTAGAO QUENTAL",?,0710?3/01,ATIVIDADES DE APOIO A EXTRACAO DE MINERIO DE FERRO,SERVICOS COMBINADOS DE ESCRITORIO E APOIO ADMINISTRATIVO,,?
06164253000187,06.164.253/0001?87,sim,5088,Arroz,Leste,Lucas Soares,A? 20230189,sem informação,DENISE KATZ,GOL LINHAS AEREAS INTELIGENTES SA,SP,?,?23.62736,?46.66126,SAO PAULO,CAMPO BELO,PRACA LINNEU GOMES,4626020,MATRIZ,?,5506,?,?,ESTAVEL,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,1,6462000,2004?03?22,+500M,+500M,voegol.com.br,bambanassessoria@bambanassessoria.net,11098679422,?,?,?,?,?,?,(11) 28412702,(11) 998679422,,?,RICHARD FREEMAN LARK JR,DIRETOR,CELSO GUIMARAES FERRER JUNIOR,PRESIDENTE,CARLA PATRICIA CABRAL DA FONSECA,DIRETOR,EDUARDO JOSE BERNARDES NETO,?,6462?0/00,?,?,?,?
21389501000181,21.389.501/0001?81,não,5089,Feijão,Oeste,Arthur Parahyba,A? 20230190,Sem contato,LETICIA SANTOS,COMPASS GAS E ENERGIA SA,SP,?,?23.57304,?46.68957,SAO PAULO,ITAIM BIBI,AVENIDA BRIGADEIRO FARIA LIMA,4538132,MATRIZ,4 ?15,?,?,?,ESTAVEL,MEDIA,SOCIEDADE ANONIMA FECHADA,DEMAIS,0,6462000,2014?11?12,+500M,+500M,?,?,?,?,?,?,?,?,?,(19) 34238000,,,?,ADRIANO NOGUEIRA ZERBINI,DIRETOR,ELISANGELA FERREIRA MARTINS,DIRETOR,DEMETRIO ANTONIO DE TOLEDO MAGALHAES FILHO,DIRETOR,"FREDERICO SUANO PACHECO DE ARAUJO,NELSON ROSEIRA GOMES NETO",silvia.folegoto@raizen.com,6462?0/00,?,?,?,?
02846056000197,02.846.056/0001?97,sim,5090,Café,Norte,Jose Alves,A? 20230191,Alto,JOAQUIM CARLOS DE OLIVEIRA JUNIOR,CCR SA,SP,?,?23.59214,?46.68912,SAO PAULO,VILA OLIMPIA,AVENIDA CHEDID JAFET,4551065,MATRIZ,51 ? 200,6433,75,92,EM CRESCIMENTO,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,2,6462000,1998?10?27,?,+500M,grupoccr.com.br,regularidadefiscal.actua@grupoccr.com.br,11030485951,http://www.linkedin.com/company/370930,?,?,?,?,(11) 30485925,(11) 30485900,(11) 30485951,,?,WILSON NELIO BRUMER,CONSELHEIRO DE ADMINISTRACAO,JOAO HENRIQUE BATISTA DE SOUZA SCHMIDT,CONSELHEIRO DE ADMINISTRACAO,MARCIO YASSUHIRO IHA,DIRETOR,"LUIZ CARLOS CAVALCANTI DUTRA JUNIOR,EDUARDO BUNKER GENTIL,FABIO RUSSO CORREA,VICENTE FURLETTI ASSIS,GUSTAVO MARQUES DO CANTO LOPES,MATEUS GOMES FERREIRA,JOSE GUIMARAES MONFORTE,MARCIO MAGALHAES HANNAS,ANTONIO DE TOLEDO MENDES PEREIRA FILHO,ELIANE ALEIXO LUSTOSA DE ANDRADE,EDUARDO SIQUEIRA MORAES CAMARGO,ANA MARIA MARCONDES PENIDO SANT ANNA,ROBERTO PENNA CHAVES NETO,ROBERTO EGYDIO SETUBAL,FLAVIO ME",?,6462?0/00,?,?,?,?
08804832000172,08.804.832/0001?72,não,5091,Leite,Sul,Taila Querido,A? 20230192,Baixo,AILBER DIAS,FUNDO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICOFNDCT,RJ,FUNDO NACIONAL DE DESENV CIENTIFICO E TECNOLOGICO,?22.90945,?43.18063,RIO DE JANEIRO,CENTRO,AVENIDA REPUBLICA DO CHILE,20031170,MATRIZ,?,?,?,?,?,BAIXA,FUNDO PUBLICO DA ADMINISTRACAO DIRETA FEDERAL,DEMAIS,0,8411600,1969?07?31,?,+500M,?,?,?,?,?,?,?,?,?,(21) 25550243,(21) 25550330,,?,?,?,?,?,?,?,?,?,8411?6/00,?,?,?,?
10314689000182,10.314.689/0001?82,sim,5092,Pão,Leste,Diogo Coelho,A? 20230193,Medio,TESTE RAPIDO,ESAPIENS TECNOLOGIA SA,SC,ESAPIENS,?27.54083,?48.50561,FLORIANOPOLIS,TRINDADE,AVENIDA DESEMBARGADOR VITOR LIMA,88040400,MATRIZ,?,240,?,84,EM CRESCIMENTO,ALTA,SOCIEDADE ANONIMA FECHADA,DEMAIS,1,6202300,2008?09?03,R$0 ? R$100k,+500M,cinicas.com.br,financeiro@esapiens.com.br,48099157430,?,https://www.instagram.com/coletivocinicas/,?,?,?,?,(48) 40422420,(48) 40422420,(48) 999157430,?,CARINA JESINSKI DE ANDRADE,DIRETOR,MAYUMI DE ANDRADE E SILVA SATO,DIRETOR,JOSE LEANDRO GOMES,DIRETOR,"RAPHAEL VINICIUS SILVEIRA MARTIGNONI,LEANDRO AUGUSTO KITAMURA",crestani@eprimer.com.br,6202?3/00,TRATAMENTO DE DADOS PROVEDORES DE SERVICOS DE APLICACAO E SERVICOS DE HOSPEDAGEM NA INTERNET,CONSULTORIA EM TECNOLOGIA DA INFORMACAO,PORTAIS PROVEDORES DE CONTEUDO E OUTROS SERVICOS DE INFORMACAO NA INTERNET,"DESENVOLVIMENTO E LICENCIAMENTO DE PROGRAMAS DE COMPUTADOR NAOCUSTOMIZAVEIS,SUPORTE TECNICO MANUTENCAO E OUTROS SERVICOS EM TECNOLOGIA DA INFORMACAO,DESENVOLVIMENTO DE PROGRAMAS DE COMPUTADOR SOB ENCOMENDA"
00394460002438,00.394.460/0024?38,não,5093,Milho,Oeste,Lucas Soares,A? 20230194,Nulo,JOSIE GUIMARAES SILVA PRASERES,MINISTERIO DA FAZENDA,SP,SUPERINTENDENCIA DE ADMINISTRACAO DO MF EM SAO PAULO,?23.53815,?46.63408,SAO PAULO,LUZ,AVENIDA PRESTES MAIA,1031906,FILIAL,1.001 ? 5.000,2861,?,?,?,ALTA,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,DEMAIS,478,8411600,1975?11?28,?,+500M,?,gra.sp.gra@fazenda.gov.br,11021132953,?,?,?,?,?,?,(11) 21132707,(11) 21132953,,?,?,?,?,?,?,?,?,?,?,?,?,?,?
00394460001113,00.394.460/0011?13,sim,5094,Ervilha,Norte,Arthur Parahyba,A? 20230195,sem informação,MARINA LEMOS FAJARDO,MINISTERIO DA FAZENDA,RJ,SUPERINTENDENCIA DE ADMINISTRACAO DO MF RJ,?22.90801,?43.17291,RIO DE JANEIRO,CENTRO,AVENIDA PRES ANTONIO CARLOS,20020010,FILIAL,1.001 ? 5.000,2861,?,?,?,ALTA,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,DEMAIS,478,8411600,1975?11?28,?,+500M,,,,,,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
00394460010708,00.394.460/0107?08,não,5095,Lactobacilos vivos,Sul,Jose Alves,A? 20230196,Sem contato,VITORIA NICASSIA,MINISTERIO DA FAZENDA,RJ,SUPERINTENTENCIA REGIONAL DA RFB NA 7A RF,?22.90801,?43.17291,RIO DE JANEIRO,CASTELO,AVENIDA PRESIDENTE ANTONIO CARLOS,20020010,FILIAL,1.001 ? 5.000,2861,?,?,?,ALTA,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,DEMAIS,478,8411600,1978?04?30,?,+500M,?,fpanetti@receita.fazenda.gov.br,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?
61532644000115,61.532.644/0001?15,sim,5096,Arroz,Leste,Taila Querido,A? 20230197,Alto,JOSE JUNIOR,ITAUSA SA,SP,?,?23.56317,?46.65433,SAO PAULO,BELA VISTA,AVENIDA PAULISTA,1310200,MATRIZ,51 ? 200,102,50,66,EM DECLINIO,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,0,6462000,1966?08?04,+500M,+500M,itausa.com.br,contabilidade@itausa.com.br,?,https://www.linkedin.com/company/itausa,https://www.instagram.com/itausaholding,?,?,?,?,(11) 35434782,,,?,ROBERTO EGYDIO SETUBAL,CONSELHEIRO DE ADMINISTRACAO,ANA LUCIA DE MATTOS BARRETTO VILLELA,CONSELHEIRO DE ADMINISTRACAO,VICENTE FURLETTI ASSIS,CONSELHEIRO DE ADMINISTRACAO,"PRISCILA GRECCO TOLEDO,FREDERICO DE SOUZA QUEIROZ PASCOWITCH,RODOLFO VILLELA MARINO,EDSON CARLOS DE MARCHI,FERNANDO MARQUES OLIVEIRA,HENRI PENCHAS,PATRICIA DE MORAES,ALFREDO EGYDIO SETUBAL,MARIA FERNANDA RIBAS CARAMURU,RICARDO EGYDIO SETUBAL,ALFREDO EGYDIO ARRUDA VILLELA FILHO",?,6462?0/00,?,?,?,?
33611500003649,33.611.500/0036?49,não,5097,Feijão,Oeste,Diogo Coelho,A? 20230198,Baixo,ANA BAILARINA,GERDAU SA,RS,?,?30.01527,?51.20389,PORTO ALEGRE,FLORESTA,TRAVESSA AZEVEDO,90220200,FILIAL,?,?,?,?,EM CRESCIMENTO,ALTA,SOCIEDADE ANONIMA ABERTA,DEMAIS,9,6462000,1989?04?26,+500M,+500M,,,,,,,,?,?,?,?,?,?,AUGUSTO BRAUNA PINHEIRO,CONSELHEIRO DE ADMINISTRACAO,CLAUDIO JOHANNPETER,CONSELHEIRO DE ADMINISTRACAO,WENDEL GOMES DA SILVA,DIRETOR,"MAURO DE PAULA,ALBERTO FERNANDES,CLAUDIA SENDER RAMIREZ,HERMENIO PINTO GONCALVES,FLADIMIR BATISTA LOPES GAUTO,RAFAEL DORNELES JAPUR,MARCOS EDUARDO FARACO WAHRHAFTIG,FABIO EDUARDO DE PIERI SPINA,RUBENS FERNANDES PEREIRA,ANDRE BIER GERDAU JOHANNPETER,CESAR OBINO DA ROSA PERES,GUSTAVO WERNECK DA CUNHA,FERNANDO PESSANHA SANTOS,GUILHERME CHAGAS GERDAU JOHANNPETER",?,?,?,?,?,?
00394460013553,00.394.460/0135?53,sim,5098,Café,Norte,Lucas Soares,A? 20230199,Medio,MARCELO BRITTO FERREITA,MINISTERIO DA FAZENDA,PR,SUPERINTENDENCIA REG DA RECEITA FEDERAL DO BRASIL 9 RF,?25.43018,?49.26703,CURITIBA,CENTRO,RUA MARECHAL DEODORO,80020911,FILIAL,1.001 ? 5.000,2861,?,?,?,ALTA,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,DEMAIS,478,8411600,1978?04?30,?,+500M,,,,,,,,?,?,(41) 33208276,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?
00394460001466,00.394.460/0014?66,não,5099,Leite,Sul,Arthur Parahyba,A? 20230200,Nulo,MARCELO BRITTO FERREITA,MINISTERIO DA FAZENDA,MG,SUPERINTENDENCIA DE ADMINISTRACAO DO MFMG,?19.92315,?43.93614,BELO HORIZONTE,CENTRO,AVENIDA AFONSO PENA,30130003,FILIAL,501 ? 1.000,2861,?,?,?,ALTA,ORGAO PUBLICO DO PODER EXECUTIVO FEDERAL,DEMAIS,478,8411600,1975?11?28,?,+500M,,,,,,,,?,?,(31) 32186720,,,?,?,?,?,?,?,?,?,?,?,?,?,?,?
